Date,Open,High,Low,Close,Adj Close,Volume
2016-02-01,75.792000,80.515999,74.469002,76.339996,76.339996,0
2016-03-01,74.237999,74.289001,66.705002,67.680000,67.680000,0
2016-04-01,66.845001,69.453003,63.987999,64.683052,64.683052,0
2016-05-01,64.372002,67.274200,63.987999,65.668999,65.668999,0
2016-06-01,66.721001,67.674004,63.386002,63.814999,63.814999,0
2016-07-01,64.003998,67.136002,62.749001,65.963058,65.963058,0
2016-08-01,65.752998,66.994003,63.373699,65.309700,65.309700,0
2016-09-01,65.280701,65.945000,62.681599,63.080002,63.080002,0
2016-10-01,62.895000,64.220398,61.835499,63.041901,63.041901,0
2016-11-01,63.268200,66.466797,62.909000,65.135002,65.135002,0
2016-12-01,64.071297,64.308701,60.090401,61.231300,61.231300,0
2017-01-01,61.231300,61.545898,58.839001,59.718300,59.718300,0
2017-02-01,60.146801,60.314999,56.528702,58.183498,58.183498,0
2017-03-01,58.350800,59.583000,55.858002,55.984299,55.984299,0
2017-04-01,56.222801,57.531502,55.514999,56.931999,56.931999,0
2017-05-01,56.912399,58.881599,55.840000,56.530800,56.530800,0
2017-06-01,56.710400,60.347000,56.209801,59.419998,59.419998,0
2017-07-01,58.869999,60.760101,58.702000,59.479198,59.479198,0
2017-08-01,59.730000,60.811298,58.040600,58.455101,58.455101,0
2017-09-01,57.976700,58.555000,56.556000,57.889801,57.889801,0
2017-10-01,57.519699,58.723000,56.889599,57.900200,57.900200,0
2017-11-01,58.229500,60.419498,57.758999,58.596699,58.596699,0
2017-12-01,58.445900,59.353001,57.141998,57.626999,57.626999,0
2018-01-01,57.626999,57.782001,55.562000,56.317799,56.317799,0
2018-02-01,56.173199,58.403301,55.305000,56.219200,56.219200,0
2018-03-01,56.320499,57.990398,54.324295,57.321999,57.321999,0
2018-04-01,57.096100,64.940002,56.952000,62.320202,62.320202,0
2018-05-01,62.935799,64.181999,60.973499,62.097000,62.097000,0
2018-06-01,62.273300,64.170303,61.349998,62.833900,62.833900,0
2018-07-01,62.753700,63.734001,61.638000,62.206402,62.206402,0
2018-08-01,62.217400,69.181198,62.217201,68.202698,68.202698,0
2018-09-01,68.165497,70.601700,65.342003,65.579803,65.579803,0
2018-10-01,65.584396,67.056000,64.771004,65.472000,65.472000,0
2018-11-01,65.722900,68.166199,65.278999,66.069702,66.069702,0
2018-12-01,66.098000,69.779999,65.850998,69.521202,69.521202,0
2019-01-01,69.174004,69.739700,65.141602,65.414398,65.414398,0
2019-02-01,65.384804,67.138000,64.945999,65.725800,65.725800,0
2019-03-01,65.802101,66.484001,63.618900,65.543900,65.543900,0
2019-04-01,65.581902,65.827301,63.655102,64.431801,64.431801,0
2019-05-01,64.554703,65.577301,64.325996,65.213898,65.213898,0
2019-06-01,65.234299,65.623001,62.468601,63.057400,63.057400,0
2019-07-01,62.955898,63.955002,62.542599,63.490799,63.490799,0
2019-08-01,63.521599,67.047997,63.448299,66.491501,66.491501,0
2019-09-01,66.490601,67.072998,63.603802,64.622101,64.622101,0
2019-10-01,64.811996,65.543999,63.536598,63.750801,63.750801,0
2019-11-01,64.089996,64.450996,63.153000,64.056198,64.056198,0
2019-12-01,64.056602,64.477997,61.508801,61.971100,61.971100,0
2020-01-01,62.028301,63.906200,60.864601,63.196098,63.196098,0
2020-02-01,63.228600,67.610001,62.545700,66.269096,66.269096,0
2020-03-01,66.269096,82.073799,65.335999,79.589203,79.589203,0
2020-04-01,78.414200,79.309998,72.612999,73.065399,73.065399,0
2020-05-01,74.340202,75.927002,70.100502,70.504898,70.504898,0
2020-06-01,70.192703,71.297997,68.028999,69.973000,69.973000,0
2020-07-01,71.153198,74.386803,70.152000,73.321503,73.321503,0
2020-08-01,73.379799,75.983002,72.607399,74.130203,74.130203,0
2020-09-01,73.806999,79.939003,73.342003,78.965103,78.965103,0
2020-10-01,77.665604,79.570999,75.995499,78.838303,78.838303,0
2020-11-01,78.846497,80.889999,75.314003,75.991501,75.991501,0
2020-12-01,76.371399,76.437897,72.646004,74.522003,74.522003,0
2021-01-01,73.911201,76.477997,73.042503,75.919998,75.919998,0
2021-02-01,75.848000,76.305000,73.117798,74.706299,74.706299,0
2021-03-01,74.451500,76.919998,72.520897,75.903999,75.903999,0
2021-04-01,75.688499,78.010002,74.178398,74.729301,74.729301,0
2021-05-01,74.710602,75.847603,73.066002,73.194702,73.194702,0
2021-06-01,73.397301,73.695999,71.541000,72.722397,72.722397,0
2021-07-01,73.054604,75.341003,72.793404,73.153000,73.153000,0
2021-08-01,73.160500,74.572998,72.659500,73.416496,73.416496,0
2021-09-01,73.287498,73.586098,72.231300,72.845901,72.845901,0
2021-10-01,72.715103,73.235001,69.213997,70.142403,70.142403,0
2021-11-01,70.866501,75.878998,70.506798,74.439201,74.439201,0
2021-12-01,74.092499,75.399002,73.077301,74.531502,74.531502,0
